Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,State,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Season,Month,Year,Month_Name,Quarter
ORD-1557,2023-06-09,2023-06-15,Standard Class,CUST-5762,Customer_240,Corporate,Central,Central_State_7,Clothing,Shirts,Business Shirt,15,175.29,0.0,2629.35,1908.21,721.14,Summer,6,2023,June,Q2
ORD-1558,2021-06-12,2021-06-19,Standard Class,CUST-2253,Customer_470,Home Office,West,West_State_1,Clothing,Trousers,Running Shoes,10,208.31,0.3,1458.17,801.56,656.61,Summer,6,2021,June,Q2
ORD-1559,2023-11-18,2023-11-19,Standard Class,CUST-9248,Customer_9,Corporate,East,East_State_2,Sports,Accessories,Fitness Tracker,19,151.92,0.15,2453.51,1200.26,1253.25,Autumn,11,2023,November,Q4
ORD-1560,2024-09-16,2024-09-20,Same Day,CUST-8371,Customer_320,Consumer,South,South_State_5,Furniture,Tables,Reception Desk,3,462.19,0.1,1247.91,636.29,611.62,Autumn,9,2024,September,Q3
ORD-1561,2022-12-01,2022-12-08,Standard Class,CUST-1095,Customer_203,Home Office,East,East_State_2,Furniture,Tables,Standing Desk,20,344.49,0.0,6889.8,3802.0,3087.8,Winter,12,2022,December,Q4
ORD-1562,2021-01-28,2021-01-30,Same Day,CUST-5958,Customer_45,Home Office,Central,Central_State_3,Clothing,Jackets,Winter Jacket,16,100.56,0.15,1367.62,877.65,489.97,Winter,1,2021,January,Q1
ORD-1563,2021-10-04,2021-10-05,Same Day,CUST-9824,Customer_98,Consumer,West,West_State_2,Furniture,Chairs,Executive Chair,7,510.84,0.0,3575.88,2243.54,1332.34,Autumn,10,2021,October,Q4
ORD-1564,2022-09-09,2022-09-16,Same Day,CUST-8947,Customer_242,Consumer,South,South_State_1,Clothing,Jackets,Formal Trousers,4,73.22,0.0,292.88,192.88,100.0,Autumn,9,2022,September,Q3
ORD-1565,2023-07-10,2023-07-15,Same Day,CUST-7810,Customer_435,Corporate,Central,Central_State_8,Furniture,Sofas,Standing Desk,2,400.39,0.0,800.78,497.0,303.78,Summer,7,2023,July,Q3
ORD-1566,2024-03-31,2024-04-05,Standard Class,CUST-9655,Customer_10,Corporate,South,South_State_7,Sports,Equipment,Running Shoes Pro,16,107.0,0.25,1284.0,617.82,666.18,Spring,3,2024,March,Q1
ORD-1567,2024-03-26,2024-03-29,Same Day,CUST-1340,Customer_83,Corporate,South,South_State_5,Sports,Clothing,Yoga Mat,4,104.22,0.15,354.35,197.34,157.01,Spring,3,2024,March,Q1
ORD-1568,2022-01-29,2022-02-02,Same Day,CUST-3148,Customer_453,Consumer,Central,Central_State_5,Office Supplies,Paper,Stapler Set,19,83.18,0.15,1343.36,970.72,372.64,Winter,1,2022,January,Q1
ORD-1569,2024-12-27,2024-12-31,Second Class,CUST-3839,Customer_103,Consumer,South,South_State_3,Clothing,Shoes,Casual T-Shirt,20,81.44,0.0,1628.8,1031.8,597.0,Winter,12,2024,December,Q4
ORD-1570,2024-05-25,2024-05-29,First Class,CUST-6849,Customer_347,Consumer,North,North_State_3,Electronics,Accessories,Sony Headphones,7,946.04,0.0,6622.28,3480.51,3141.77,Spring,5,2024,May,Q2
ORD-1571,2021-12-24,2021-12-31,Same Day,CUST-5224,Customer_175,Corporate,North,North_State_6,Sports,Equipment,Yoga Mat,4,122.63,0.0,490.52,292.69,197.83,Winter,12,2021,December,Q4
ORD-1572,2021-04-06,2021-04-13,Standard Class,CUST-2734,Customer_401,Home Office,Central,Central_State_10,Sports,Shoes,Running Shoes Pro,4,135.96,0.25,407.88,277.21,130.67,Spring,4,2021,April,Q2
ORD-1573,2024-06-02,2024-06-09,First Class,CUST-8233,Customer_391,Consumer,East,East_State_9,Electronics,Cameras,MacBook Pro,4,1338.59,0.15,4551.21,2070.62,2480.59,Summer,6,2024,June,Q2
ORD-1574,2023-10-18,2023-10-24,Standard Class,CUST-5019,Customer_428,Consumer,North,North_State_8,Electronics,Tablets,iPad Air,4,1310.74,0.25,3932.22,2907.38,1024.84,Autumn,10,2023,October,Q4
ORD-1575,2022-12-01,2022-12-04,Same Day,CUST-4738,Customer_71,Corporate,North,North_State_7,Sports,Equipment,Dumbbells Set,14,84.1,0.05,1118.53,506.77,611.76,Winter,12,2022,December,Q4
ORD-1576,2023-04-27,2023-05-01,Standard Class,CUST-6542,Customer_162,Corporate,East,East_State_7,Clothing,Shoes,Sport Socks,5,194.03,0.3,679.1,495.93,183.17,Spring,4,2023,April,Q2
ORD-1577,2021-12-03,2021-12-07,Same Day,CUST-7586,Customer_454,Home Office,West,West_State_9,Electronics,Laptops,Sony Headphones,2,1472.17,0.3,2061.04,1526.06,534.98,Winter,12,2021,December,Q4
ORD-1578,2022-09-16,2022-09-22,Second Class,CUST-9919,Customer_320,Home Office,North,North_State_10,Office Supplies,Pens,Sticky Notes,20,84.03,0.2,1344.48,747.75,596.73,Autumn,9,2022,September,Q3
ORD-1579,2024-08-28,2024-09-01,Second Class,CUST-9527,Customer_277,Corporate,West,West_State_5,Office Supplies,Staplers,File Folders,3,17.77,0.15,45.31,24.31,21.0,Summer,8,2024,August,Q3
ORD-1580,2022-03-14,2022-03-15,Second Class,CUST-5979,Customer_372,Corporate,Central,Central_State_7,Sports,Clothing,Protein Powder,6,33.51,0.3,140.74,85.48,55.26,Spring,3,2022,March,Q1
ORD-1581,2023-11-01,2023-11-02,Standard Class,CUST-8424,Customer_174,Corporate,Central,Central_State_4,Electronics,Tablets,Dell Laptop,4,309.67,0.0,1238.68,690.02,548.66,Autumn,11,2023,November,Q4
ORD-1582,2024-04-06,2024-04-11,Second Class,CUST-2724,Customer_168,Corporate,West,West_State_9,Sports,Nutrition,Resistance Bands,10,72.68,0.0,726.8,472.44,254.36,Spring,4,2024,April,Q2
ORD-1583,2024-04-07,2024-04-09,Same Day,CUST-3130,Customer_244,Home Office,West,West_State_4,Office Supplies,Pens,Stapler Set,14,77.13,0.0,1079.82,466.79,613.03,Spring,4,2024,April,Q2
ORD-1584,2023-07-03,2023-07-04,Same Day,CUST-7937,Customer_226,Home Office,South,South_State_8,Office Supplies,Notebooks,Highlighters,18,53.92,0.2,776.45,547.56,228.89,Summer,7,2023,July,Q3
ORD-1585,2023-05-04,2023-05-11,Standard Class,CUST-4483,Customer_234,Corporate,West,West_State_8,Furniture,Desks,Standing Desk,15,247.04,0.3,2593.92,1821.31,772.61,Spring,5,2023,May,Q2
ORD-1586,2021-03-08,2021-03-14,Standard Class,CUST-9565,Customer_79,Home Office,East,East_State_2,Furniture,Sofas,Conference Table,14,232.75,0.15,2769.72,1662.16,1107.56,Spring,3,2021,March,Q1
ORD-1587,2023-01-31,2023-02-03,First Class,CUST-5644,Customer_111,Consumer,South,South_State_3,Office Supplies,Folders,Sticky Notes,5,25.66,0.2,102.64,42.8,59.84,Winter,1,2023,January,Q1
ORD-1588,2023-09-29,2023-09-30,Same Day,CUST-8786,Customer_428,Corporate,East,East_State_10,Electronics,Laptops,Dell Laptop,16,966.32,0.25,11595.84,8292.19,3303.65,Autumn,9,2023,September,Q3
ORD-1589,2021-09-29,2021-10-06,Same Day,CUST-7344,Customer_120,Home Office,South,South_State_7,Furniture,Shelves,Conference Table,15,261.74,0.15,3337.19,1439.2,1897.99,Autumn,9,2021,September,Q3
ORD-1590,2022-11-26,2022-12-01,Standard Class,CUST-2395,Customer_99,Consumer,East,East_State_10,Electronics,Tablets,LG Monitor,1,964.99,0.1,868.49,517.94,350.55,Autumn,11,2022,November,Q4
ORD-1591,2024-01-15,2024-01-20,Standard Class,CUST-5504,Customer_403,Consumer,Central,Central_State_4,Electronics,Accessories,Samsung Galaxy,4,1072.82,0.3,3003.9,1390.54,1613.36,Winter,1,2024,January,Q1
ORD-1592,2022-05-18,2022-05-25,Standard Class,CUST-6569,Customer_224,Home Office,Central,Central_State_3,Sports,Equipment,Fitness Tracker,11,90.27,0.0,992.97,567.99,424.98,Spring,5,2022,May,Q2
ORD-1593,2023-04-30,2023-05-01,Second Class,CUST-3992,Customer_131,Consumer,North,North_State_2,Sports,Accessories,Running Shoes Pro,4,176.97,0.3,495.52,227.37,268.15,Spring,4,2023,April,Q2
ORD-1594,2021-11-12,2021-11-15,Standard Class,CUST-6243,Customer_73,Home Office,East,East_State_7,Clothing,Trousers,Casual T-Shirt,11,76.29,0.0,839.19,423.21,415.98,Autumn,11,2021,November,Q4
ORD-1595,2022-10-26,2022-10-29,Same Day,CUST-2885,Customer_138,Consumer,West,West_State_1,Clothing,Shirts,Business Shirt,20,157.21,0.25,2358.15,1363.05,995.1,Autumn,10,2022,October,Q4
ORD-1596,2022-10-14,2022-10-18,Standard Class,CUST-5035,Customer_391,Consumer,South,South_State_9,Sports,Equipment,Fitness Tracker,14,125.03,0.0,1750.42,865.07,885.35,Autumn,10,2022,October,Q4
ORD-1597,2024-08-27,2024-09-03,Second Class,CUST-7116,Customer_277,Corporate,South,South_State_3,Furniture,Desks,Bookshelf,3,784.71,0.3,1647.89,776.5,871.39,Summer,8,2024,August,Q3
ORD-1598,2022-05-18,2022-05-23,Second Class,CUST-1008,Customer_31,Consumer,East,East_State_8,Clothing,Jackets,Sport Socks,15,232.22,0.1,3134.97,1970.55,1164.42,Spring,5,2022,May,Q2
ORD-1599,2022-07-14,2022-07-19,Second Class,CUST-9750,Customer_289,Home Office,North,North_State_2,Office Supplies,Staplers,File Folders,7,58.89,0.3,288.56,143.84,144.72,Summer,7,2022,July,Q3
ORD-1600,2022-09-08,2022-09-09,First Class,CUST-6613,Customer_326,Home Office,West,West_State_5,Clothing,Shirts,Casual T-Shirt,18,239.76,0.2,3452.54,1635.81,1816.73,Autumn,9,2022,September,Q3
ORD-1601,2024-12-20,2024-12-24,Second Class,CUST-1033,Customer_312,Consumer,North,North_State_8,Office Supplies,Folders,Ballpoint Pens,15,86.92,0.15,1108.23,449.45,658.78,Winter,12,2024,December,Q4
ORD-1602,2021-01-09,2021-01-10,Same Day,CUST-3022,Customer_181,Corporate,South,South_State_7,Furniture,Desks,Filing Cabinet,18,210.86,0.0,3795.48,2233.74,1561.74,Winter,1,2021,January,Q1
ORD-1603,2024-05-16,2024-05-19,Standard Class,CUST-5606,Customer_349,Corporate,East,East_State_6,Clothing,Shirts,Formal Trousers,12,227.25,0.25,2045.25,824.8,1220.45,Spring,5,2024,May,Q2
ORD-1604,2022-01-28,2022-01-29,Second Class,CUST-1116,Customer_101,Consumer,West,West_State_7,Sports,Clothing,Jump Rope,16,175.09,0.0,2801.44,1395.86,1405.58,Winter,1,2022,January,Q1
ORD-1605,2021-08-16,2021-08-23,Second Class,CUST-2065,Customer_66,Consumer,South,South_State_5,Office Supplies,Notebooks,Notebooks Bundle,18,29.53,0.0,531.54,224.78,306.76,Summer,8,2021,August,Q3
ORD-1606,2024-03-13,2024-03-20,Same Day,CUST-1032,Customer_481,Home Office,West,West_State_7,Furniture,Sofas,Conference Table,1,893.96,0.3,625.77,384.89,240.88,Spring,3,2024,March,Q1
ORD-1607,2024-08-05,2024-08-11,Standard Class,CUST-4678,Customer_25,Corporate,South,South_State_5,Electronics,Accessories,Dell Laptop,4,1100.22,0.25,3300.66,1892.77,1407.89,Summer,8,2024,August,Q3
ORD-1608,2023-05-11,2023-05-16,Second Class,CUST-7943,Customer_491,Consumer,South,South_State_2,Clothing,Shirts,Running Shoes,11,56.36,0.0,619.96,462.86,157.1,Spring,5,2023,May,Q2
ORD-1609,2022-05-27,2022-05-29,First Class,CUST-5102,Customer_127,Home Office,East,East_State_2,Furniture,Sofas,Bookshelf,4,170.9,0.2,546.88,373.42,173.46,Spring,5,2022,May,Q2
ORD-1610,2023-08-28,2023-08-30,Same Day,CUST-3045,Customer_44,Home Office,North,North_State_1,Office Supplies,Pens,File Folders,8,85.77,0.25,514.62,343.48,171.14,Summer,8,2023,August,Q3
ORD-1611,2021-03-10,2021-03-14,Standard Class,CUST-1855,Customer_151,Consumer,West,West_State_7,Office Supplies,Pens,File Folders,15,19.11,0.2,229.32,97.01,132.31,Spring,3,2021,March,Q1
ORD-1612,2023-04-03,2023-04-04,Same Day,CUST-2659,Customer_174,Home Office,West,West_State_1,Sports,Accessories,Resistance Bands,20,31.59,0.2,505.44,284.3,221.14,Spring,4,2023,April,Q2
ORD-1613,2023-07-19,2023-07-24,Second Class,CUST-3064,Customer_327,Consumer,East,East_State_9,Office Supplies,Paper,Notebooks Bundle,1,59.64,0.0,59.64,36.23,23.41,Summer,7,2023,July,Q3
ORD-1614,2022-06-09,2022-06-12,First Class,CUST-8140,Customer_263,Consumer,South,South_State_6,Clothing,Accessories,Winter Jacket,8,67.53,0.0,540.24,227.53,312.71,Summer,6,2022,June,Q2
ORD-1615,2022-09-30,2022-10-05,Standard Class,CUST-9481,Customer_301,Corporate,West,West_State_3,Sports,Shoes,Resistance Bands,10,120.5,0.1,1084.5,573.8,510.7,Autumn,9,2022,September,Q3
ORD-1616,2021-04-28,2021-04-30,Second Class,CUST-2120,Customer_175,Corporate,East,East_State_4,Sports,Nutrition,Resistance Bands,12,59.31,0.05,676.13,422.04,254.09,Spring,4,2021,April,Q2
ORD-1617,2024-09-29,2024-10-03,Standard Class,CUST-8443,Customer_449,Home Office,Central,Central_State_1,Clothing,Shoes,Sport Socks,11,163.22,0.2,1436.34,739.74,696.6,Autumn,9,2024,September,Q3
ORD-1618,2023-10-13,2023-10-15,Same Day,CUST-4363,Customer_205,Home Office,South,South_State_3,Electronics,Phones,Samsung Galaxy,7,548.77,0.15,3265.18,2228.63,1036.55,Autumn,10,2023,October,Q4
ORD-1619,2021-01-14,2021-01-17,First Class,CUST-1719,Customer_500,Home Office,East,East_State_1,Electronics,Tablets,iPhone 15,4,428.0,0.25,1284.0,600.96,683.04,Winter,1,2021,January,Q1
ORD-1620,2022-02-12,2022-02-14,Second Class,CUST-1352,Customer_91,Home Office,North,North_State_5,Office Supplies,Paper,Ballpoint Pens,6,40.49,0.3,170.06,82.66,87.4,Winter,2,2022,February,Q1
ORD-1621,2021-07-27,2021-07-28,Second Class,CUST-9633,Customer_410,Consumer,North,North_State_10,Furniture,Chairs,Filing Cabinet,10,492.15,0.15,4183.27,2858.52,1324.75,Summer,7,2021,July,Q3
ORD-1622,2023-06-08,2023-06-14,Same Day,CUST-5006,Customer_472,Consumer,West,West_State_1,Electronics,Phones,iPhone 15,7,915.69,0.15,5448.36,2785.65,2662.71,Summer,6,2023,June,Q2
ORD-1623,2024-06-15,2024-06-20,Same Day,CUST-4428,Customer_373,Consumer,North,North_State_2,Furniture,Desks,Reception Desk,11,335.38,0.1,3320.26,2342.44,977.82,Summer,6,2024,June,Q2
ORD-1624,2023-08-22,2023-08-29,First Class,CUST-7125,Customer_270,Corporate,Central,Central_State_8,Sports,Shoes,Yoga Mat,17,86.14,0.3,1025.07,576.6,448.47,Summer,8,2023,August,Q3
ORD-1625,2023-10-11,2023-10-15,Second Class,CUST-7486,Customer_112,Home Office,Central,Central_State_5,Office Supplies,Staplers,Notebooks Bundle,2,30.54,0.05,58.03,32.39,25.64,Autumn,10,2023,October,Q4
ORD-1626,2023-05-21,2023-05-25,First Class,CUST-4771,Customer_299,Home Office,North,North_State_1,Sports,Clothing,Dumbbells Set,3,50.15,0.0,150.45,75.72,74.73,Spring,5,2023,May,Q2
ORD-1627,2023-08-11,2023-08-16,Same Day,CUST-1404,Customer_92,Corporate,South,South_State_8,Sports,Accessories,Running Shoes Pro,14,91.34,0.25,959.07,490.04,469.03,Summer,8,2023,August,Q3
ORD-1628,2022-04-24,2022-04-27,Second Class,CUST-2612,Customer_61,Home Office,North,North_State_2,Electronics,Laptops,Dell Laptop,17,933.31,0.0,15866.27,10710.62,5155.65,Spring,4,2022,April,Q2
ORD-1629,2023-01-08,2023-01-09,Second Class,CUST-9898,Customer_468,Home Office,West,West_State_5,Sports,Clothing,Dumbbells Set,11,67.5,0.1,668.25,311.89,356.36,Winter,1,2023,January,Q1
ORD-1630,2021-01-18,2021-01-25,Second Class,CUST-7512,Customer_117,Corporate,South,South_State_4,Office Supplies,Folders,Sticky Notes,19,71.84,0.0,1364.96,771.48,593.48,Winter,1,2021,January,Q1
ORD-1631,2022-03-06,2022-03-10,Second Class,CUST-8025,Customer_395,Corporate,Central,Central_State_7,Furniture,Desks,Conference Table,15,405.49,0.0,6082.35,3099.42,2982.93,Spring,3,2022,March,Q1
ORD-1632,2022-03-06,2022-03-10,Standard Class,CUST-9188,Customer_415,Consumer,North,North_State_6,Clothing,Shirts,Sport Socks,19,214.75,0.1,3672.22,2681.36,990.86,Spring,3,2022,March,Q1
ORD-1633,2022-11-27,2022-11-29,Second Class,CUST-6410,Customer_291,Corporate,Central,Central_State_10,Clothing,Jackets,Winter Jacket,11,157.39,0.0,1731.29,1251.29,480.0,Autumn,11,2022,November,Q4
ORD-1634,2024-05-29,2024-06-03,Same Day,CUST-5991,Customer_48,Consumer,South,South_State_3,Clothing,Trousers,Winter Jacket,18,117.29,0.25,1583.42,693.58,889.84,Spring,5,2024,May,Q2
ORD-1635,2021-08-02,2021-08-08,Same Day,CUST-5650,Customer_106,Corporate,Central,Central_State_4,Sports,Equipment,Dumbbells Set,1,58.0,0.0,58.0,41.7,16.3,Summer,8,2021,August,Q3
ORD-1636,2022-08-20,2022-08-26,Same Day,CUST-7407,Customer_81,Corporate,East,East_State_2,Sports,Accessories,Yoga Mat,17,31.66,0.15,457.49,320.65,136.84,Summer,8,2022,August,Q3
ORD-1637,2021-09-22,2021-09-27,Same Day,CUST-3601,Customer_310,Consumer,South,South_State_10,Clothing,Shirts,Winter Jacket,5,214.09,0.1,963.41,531.1,432.31,Autumn,9,2021,September,Q3
ORD-1638,2022-09-28,2022-10-03,Same Day,CUST-5044,Customer_270,Consumer,North,North_State_6,Furniture,Shelves,Conference Table,1,893.31,0.25,669.98,282.99,386.99,Autumn,9,2022,September,Q3
ORD-1639,2024-03-11,2024-03-15,First Class,CUST-7407,Customer_314,Home Office,East,East_State_3,Clothing,Accessories,Winter Jacket,3,97.58,0.25,219.56,114.47,105.09,Spring,3,2024,March,Q1
ORD-1640,2023-05-01,2023-05-03,Standard Class,CUST-4927,Customer_454,Corporate,South,South_State_3,Furniture,Shelves,Conference Table,6,673.89,0.0,4043.34,2174.28,1869.06,Spring,5,2023,May,Q2
ORD-1641,2022-07-15,2022-07-21,First Class,CUST-2253,Customer_387,Corporate,West,West_State_2,Sports,Equipment,Running Shoes Pro,14,178.86,0.3,1752.83,775.51,977.32,Summer,7,2022,July,Q3
ORD-1642,2023-10-31,2023-11-07,Same Day,CUST-7244,Customer_176,Corporate,West,West_State_7,Office Supplies,Staplers,Stapler Set,7,52.95,0.25,277.99,113.8,164.19,Autumn,10,2023,October,Q4
ORD-1643,2022-02-03,2022-02-07,Standard Class,CUST-2352,Customer_281,Home Office,East,East_State_4,Electronics,Tablets,MacBook Pro,5,658.89,0.25,2470.84,1407.55,1063.29,Winter,2,2022,February,Q1
ORD-1644,2023-06-16,2023-06-18,Same Day,CUST-3759,Customer_40,Consumer,West,West_State_1,Clothing,Trousers,Running Shoes,20,60.1,0.1,1081.8,479.73,602.07,Summer,6,2023,June,Q2
ORD-1645,2024-10-19,2024-10-22,Standard Class,CUST-9566,Customer_329,Consumer,West,West_State_2,Furniture,Sofas,Filing Cabinet,2,819.52,0.3,1147.33,545.74,601.59,Autumn,10,2024,October,Q4
ORD-1646,2023-03-11,2023-03-17,First Class,CUST-4908,Customer_103,Consumer,Central,Central_State_2,Office Supplies,Pens,Stapler Set,2,72.93,0.05,138.57,100.48,38.09,Spring,3,2023,March,Q1
ORD-1647,2021-02-02,2021-02-06,Second Class,CUST-3736,Customer_23,Home Office,West,West_State_7,Electronics,Tablets,MacBook Pro,3,525.71,0.0,1577.13,1070.75,506.38,Winter,2,2021,February,Q1
ORD-1648,2023-11-16,2023-11-17,Standard Class,CUST-4807,Customer_110,Home Office,West,West_State_2,Office Supplies,Notebooks,Sticky Notes,7,85.07,0.2,476.39,347.11,129.28,Autumn,11,2023,November,Q4
ORD-1649,2023-01-01,2023-01-04,First Class,CUST-7045,Customer_23,Consumer,North,North_State_2,Furniture,Shelves,Executive Chair,13,309.58,0.05,3823.31,1617.66,2205.65,Winter,1,2023,January,Q1
ORD-1650,2022-03-24,2022-03-28,Standard Class,CUST-6314,Customer_324,Consumer,South,South_State_7,Office Supplies,Notebooks,File Folders,18,74.34,0.0,1338.12,653.24,684.88,Spring,3,2022,March,Q1
ORD-1651,2024-10-20,2024-10-27,Same Day,CUST-7264,Customer_262,Home Office,North,North_State_4,Furniture,Tables,Bookshelf,16,200.64,0.0,3210.24,1967.83,1242.41,Autumn,10,2024,October,Q4
ORD-1652,2023-10-29,2023-11-03,Standard Class,CUST-1981,Customer_71,Consumer,Central,Central_State_6,Electronics,Laptops,Samsung Galaxy,10,545.5,0.2,4364.0,2902.22,1461.78,Autumn,10,2023,October,Q4
ORD-1653,2023-10-19,2023-10-22,First Class,CUST-3199,Customer_143,Home Office,West,West_State_6,Furniture,Shelves,Standing Desk,2,328.55,0.25,492.83,324.65,168.18,Autumn,10,2023,October,Q4
ORD-1654,2024-08-11,2024-08-18,Second Class,CUST-4644,Customer_312,Consumer,East,East_State_7,Electronics,Tablets,Sony Headphones,11,678.41,0.05,7089.38,4173.94,2915.44,Summer,8,2024,August,Q3
ORD-1655,2023-12-04,2023-12-07,Second Class,CUST-4345,Customer_65,Corporate,East,East_State_2,Furniture,Chairs,Filing Cabinet,3,865.25,0.0,2595.75,1614.63,981.12,Winter,12,2023,December,Q4
ORD-1656,2021-12-22,2021-12-27,Second Class,CUST-5012,Customer_218,Home Office,West,West_State_3,Sports,Shoes,Resistance Bands,3,93.94,0.25,211.37,107.59,103.78,Winter,12,2021,December,Q4
ORD-1657,2024-05-25,2024-05-27,First Class,CUST-7524,Customer_194,Home Office,South,South_State_3,Office Supplies,Notebooks,Sticky Notes,7,35.39,0.25,185.8,79.52,106.28,Spring,5,2024,May,Q2
ORD-1658,2023-08-23,2023-08-27,Standard Class,CUST-5918,Customer_305,Consumer,South,South_State_9,Clothing,Accessories,Sport Socks,16,43.96,0.2,562.69,309.25,253.44,Summer,8,2023,August,Q3
ORD-1659,2021-11-09,2021-11-14,Standard Class,CUST-6459,Customer_70,Corporate,South,South_State_8,Furniture,Shelves,Bookshelf,15,362.42,0.3,3805.41,2329.33,1476.08,Autumn,11,2021,November,Q4
ORD-1660,2022-02-05,2022-02-07,First Class,CUST-7292,Customer_251,Home Office,Central,Central_State_5,Furniture,Chairs,Executive Chair,12,518.59,0.2,4978.46,3629.79,1348.67,Winter,2,2022,February,Q1
ORD-1661,2024-08-05,2024-08-10,First Class,CUST-9349,Customer_364,Corporate,East,East_State_8,Electronics,Laptops,Sony Headphones,19,452.95,0.2,6884.84,5060.25,1824.59,Summer,8,2024,August,Q3
ORD-1662,2024-07-24,2024-07-30,First Class,CUST-1462,Customer_358,Corporate,South,South_State_3,Office Supplies,Pens,Highlighters,8,33.18,0.0,265.44,191.78,73.66,Summer,7,2024,July,Q3
ORD-1663,2022-06-20,2022-06-25,Standard Class,CUST-7297,Customer_204,Consumer,North,North_State_10,Clothing,Trousers,Casual T-Shirt,20,155.67,0.0,3113.4,1258.8,1854.6,Summer,6,2022,June,Q2
ORD-1664,2021-06-14,2021-06-19,Same Day,CUST-6045,Customer_376,Corporate,South,South_State_7,Furniture,Tables,Filing Cabinet,10,525.49,0.3,3678.43,2319.14,1359.29,Summer,6,2021,June,Q2
ORD-1665,2021-07-02,2021-07-03,Standard Class,CUST-3759,Customer_418,Corporate,West,West_State_8,Sports,Clothing,Resistance Bands,7,169.5,0.2,949.2,611.9,337.3,Summer,7,2021,July,Q3
ORD-1666,2021-01-04,2021-01-05,Second Class,CUST-3200,Customer_102,Home Office,South,South_State_8,Electronics,Cameras,Sony Headphones,10,1166.3,0.0,11663.0,5385.28,6277.72,Winter,1,2021,January,Q1
ORD-1667,2022-01-08,2022-01-13,Second Class,CUST-5249,Customer_462,Consumer,West,West_State_7,Electronics,Cameras,LG Monitor,7,323.73,0.0,2266.11,1548.23,717.88,Winter,1,2022,January,Q1
ORD-1668,2023-06-22,2023-06-28,Standard Class,CUST-4846,Customer_245,Corporate,East,East_State_8,Sports,Shoes,Yoga Mat,3,86.66,0.1,233.98,98.85,135.13,Summer,6,2023,June,Q2
ORD-1669,2024-10-09,2024-10-16,Standard Class,CUST-7154,Customer_309,Consumer,North,North_State_9,Electronics,Laptops,MacBook Pro,19,1236.51,0.0,23493.69,10193.79,13299.9,Autumn,10,2024,October,Q4
ORD-1670,2022-06-29,2022-07-03,Second Class,CUST-6918,Customer_341,Corporate,South,South_State_7,Clothing,Accessories,Running Shoes,12,176.37,0.15,1798.97,1348.88,450.09,Summer,6,2022,June,Q2
ORD-1671,2023-02-15,2023-02-20,Second Class,CUST-1420,Customer_309,Consumer,East,East_State_2,Electronics,Tablets,Dell Laptop,15,1338.18,0.2,16058.16,10499.26,5558.9,Winter,2,2023,February,Q1
ORD-1672,2023-12-23,2023-12-26,First Class,CUST-1272,Customer_325,Home Office,Central,Central_State_6,Furniture,Shelves,Bookshelf,16,536.19,0.05,8150.09,3268.96,4881.13,Winter,12,2023,December,Q4
ORD-1673,2021-04-04,2021-04-11,Same Day,CUST-2645,Customer_376,Home Office,West,West_State_7,Office Supplies,Staplers,Highlighters,16,45.01,0.0,720.16,375.86,344.3,Spring,4,2021,April,Q2
ORD-1674,2022-08-25,2022-08-30,First Class,CUST-9990,Customer_448,Home Office,Central,Central_State_8,Furniture,Tables,Ergonomic Chair,17,173.81,0.25,2216.08,1504.47,711.61,Summer,8,2022,August,Q3
ORD-1675,2021-12-11,2021-12-15,Standard Class,CUST-3625,Customer_476,Consumer,West,West_State_6,Electronics,Cameras,LG Monitor,7,463.04,0.0,3241.28,1416.16,1825.12,Winter,12,2021,December,Q4
ORD-1676,2023-02-25,2023-03-04,Same Day,CUST-2481,Customer_408,Home Office,South,South_State_6,Office Supplies,Folders,Ballpoint Pens,4,64.91,0.3,181.75,113.0,68.75,Winter,2,2023,February,Q1
ORD-1677,2022-04-04,2022-04-09,Same Day,CUST-4823,Customer_115,Home Office,South,South_State_5,Sports,Clothing,Yoga Mat,13,128.09,0.3,1165.62,860.45,305.17,Spring,4,2022,April,Q2
ORD-1678,2021-08-25,2021-08-28,Second Class,CUST-6134,Customer_489,Home Office,North,North_State_7,Electronics,Laptops,iPhone 15,19,1421.51,0.0,27008.69,16218.55,10790.14,Summer,8,2021,August,Q3
ORD-1679,2024-03-27,2024-04-02,First Class,CUST-3069,Customer_267,Home Office,Central,Central_State_10,Electronics,Laptops,Canon Camera,7,1308.9,0.2,7329.84,3751.96,3577.88,Spring,3,2024,March,Q1
ORD-1680,2024-04-24,2024-04-26,Same Day,CUST-8467,Customer_76,Corporate,Central,Central_State_10,Electronics,Laptops,Sony Headphones,11,430.88,0.1,4265.71,2956.25,1309.46,Spring,4,2024,April,Q2
ORD-1681,2022-08-04,2022-08-06,Second Class,CUST-9110,Customer_150,Home Office,Central,Central_State_7,Electronics,Tablets,Dell Laptop,4,591.82,0.25,1775.46,1102.34,673.12,Summer,8,2022,August,Q3
ORD-1682,2021-05-01,2021-05-08,Same Day,CUST-5900,Customer_418,Home Office,West,West_State_3,Office Supplies,Paper,Ballpoint Pens,2,84.24,0.0,168.48,117.91,50.57,Spring,5,2021,May,Q2
ORD-1683,2021-02-14,2021-02-19,First Class,CUST-4196,Customer_359,Corporate,South,South_State_9,Clothing,Jackets,Running Shoes,13,118.21,0.3,1075.71,703.91,371.8,Winter,2,2021,February,Q1
